Generated_Airfoil
1.000000  0.000599
0.999748  0.000657
0.998993  0.000829
0.997736  0.001116
0.995977  0.001514
0.993719  0.002019
0.990964  0.002619
0.987715  0.003294
0.983974  0.004020
0.979746  0.004765
0.975036  0.005495
0.969846  0.006186
0.964184  0.006821
0.958054  0.007413
0.951463  0.007993
0.944418  0.008646
0.936925  0.009446
0.928992  0.010485
0.920627  0.011884
0.911838  0.013676
0.902635  0.015940
0.893027  0.018643
0.883022  0.021767
0.872632  0.025214
0.861867  0.028909
0.850737  0.032714
0.839255  0.036563
0.827430  0.040319
0.815276  0.043946
0.802805  0.047377
0.790028  0.050569
0.776960  0.053535
0.763613  0.056254
0.750000  0.058745
0.736136  0.061045
0.722033  0.063169
0.707708  0.065136
0.693173  0.066993
0.678443  0.068766
0.663534  0.070448
0.648460  0.072064
0.633237  0.073630
0.617879  0.075148
0.602403  0.076595
0.586824  0.077963
0.571157  0.079262
0.555419  0.080483
0.539625  0.081614
0.523791  0.082611
0.507933  0.083497
0.492067  0.084266
0.476209  0.084911
0.460375  0.085423
0.444581  0.085758
0.428843  0.085952
0.413176  0.086008
0.397597  0.085934
0.382121  0.085710
0.366763  0.085357
0.351540  0.084931
0.336466  0.084454
0.321557  0.083936
0.306827  0.083384
0.292292  0.082851
0.277967  0.082342
0.263864  0.081803
0.250000  0.081215
0.236387  0.080606
0.223040  0.079906
0.209972  0.079057
0.197195  0.078158
0.184724  0.077065
0.172570  0.075841
0.160745  0.074570
0.149263  0.073048
0.138133  0.071528
0.127368  0.069778
0.116978  0.067979
0.106973  0.065955
0.097365  0.063868
0.088162  0.061519
0.079373  0.059194
0.071008  0.056490
0.063075  0.053853
0.055582  0.050994
0.048537  0.047930
0.041946  0.044615
0.035816  0.041024
0.030154  0.037423
0.024964  0.033233
0.020254  0.029292
0.016026  0.024947
0.012285  0.020952
0.009036  0.017105
0.006281  0.013427
0.004023  0.010179
0.002264  0.006955
0.001007  0.004077
0.000252  0.001243
0.000000  0.000000
0.000252  -0.002388
0.001007  -0.006239
0.002264  -0.008857
0.004023  -0.011748
0.006281  -0.014496
0.009036  -0.017498
0.012285  -0.020338
0.016026  -0.022636
0.020254  -0.025098
0.024964  -0.026952
0.030154  -0.028886
0.035816  -0.030662
0.041946  -0.032399
0.048537  -0.033978
0.055582  -0.035304
0.063075  -0.036400
0.071008  -0.037247
0.079373  -0.038022
0.088162  -0.038549
0.097365  -0.038971
0.106973  -0.039180
0.116978  -0.039242
0.127368  -0.039086
0.138133  -0.038778
0.149263  -0.038244
0.160745  -0.037575
0.172570  -0.036691
0.184724  -0.035675
0.197195  -0.034512
0.209972  -0.033211
0.223040  -0.031817
0.236387  -0.030326
0.250000  -0.028768
0.263864  -0.027173
0.277967  -0.025558
0.292292  -0.023952
0.306827  -0.022383
0.321557  -0.020870
0.336466  -0.019431
0.351540  -0.018079
0.366763  -0.016823
0.382121  -0.015675
0.397597  -0.014642
0.413176  -0.013731
0.428843  -0.012948
0.444581  -0.012297
0.460375  -0.011780
0.476209  -0.011396
0.492067  -0.011144
0.507933  -0.011019
0.523791  -0.011014
0.539625  -0.011120
0.555419  -0.011326
0.571157  -0.011618
0.586824  -0.011983
0.602403  -0.012405
0.617879  -0.012867
0.633237  -0.013353
0.648460  -0.013843
0.663534  -0.014322
0.678443  -0.014771
0.693173  -0.015176
0.707708  -0.015525
0.722033  -0.015807
0.736136  -0.016019
0.750000  -0.016159
0.763613  -0.016232
0.776960  -0.016248
0.790028  -0.016219
0.802805  -0.016158
0.815276  -0.016078
0.827430  -0.015983
0.839255  -0.015873
0.850737  -0.015733
0.861867  -0.015540
0.872632  -0.015258
0.883022  -0.014849
0.893027  -0.014276
0.902635  -0.013514
0.911838  -0.012554
0.920627  -0.011413
0.928992  -0.010130
0.936925  -0.008766
0.944418  -0.007390
0.951463  -0.006076
0.958054  -0.004881
0.964184  -0.003849
0.969846  -0.002999
0.975036  -0.002330
0.979746  -0.001824
0.983974  -0.001453
0.987715  -0.001187
0.990964  -0.000997
0.993719  -0.000861
0.995977  -0.000761
0.997736  -0.000689
0.998993  -0.000639
0.999748  -0.000609
1.000000  -0.000599
